The 3D marker tracked was used by the following settings:
Number of markers 5
SLIC parameters as Number 12000 Sig 1 Comp 5
Window size was 35
Path for the first camera was /home/elec/Desktop/Aging/Week0/rat3/cam3/2018-06-08_14_36_35 and path for the second camera was /home/elec/Desktop/Aging/Week0/rat3/cam4/2018-06-08_14_36_35
Frames,First Camera Frames Name,Second Camera Frames Name,Y Coordinate M,X Coordinate M,Y Coordinate M2,X Coordinate M2,Y Coordinate N,X Coordinate N,Y Coordinate N2,X Coordinate N2,Y Coordinate O,X Coordinate O,Y Coordinate O2,X Coordinate O2
0,/home/elec/Desktop/Aging/Week0/rat3/cam3/2018-06-08_14_36_35/frame00000.png,/home/elec/Desktop/Aging/Week0/rat3/cam4/2018-06-08_14_36_35/frame00000.png,334.4657534246575,304.1027397260274,222.8608695652174,436.9217391304348,541.410071942446,377.7913669064748,492.0451127819549,476.42105263157896,584.7385620915032,397.09150326797385,545.2786885245902,415.24590163934425
1,/home/elec/Desktop/Aging/Week0/rat3/cam3/2018-06-08_14_36_35/frame00001.png,/home/elec/Desktop/Aging/Week0/rat3/cam4/2018-06-08_14_36_35/frame00001.png,334.5359116022099,309.8232044198895,234.35849056603774,430.50943396226415,543.9718309859155,385.00704225352115,491.32167832167835,478.80419580419584,586.6162162162162,403.9189189189189,544.994623655914,418.7096774193548
2,/home/elec/Desktop/Aging/Week0/rat3/cam3/2018-06-08_14_36_35/frame00002.png,/home/elec/Desktop/Aging/Week0/rat3/cam4/2018-06-08_14_36_35/frame00002.png,334.69924812030075,307.4135338345865,242.6583850931677,433.14285714285717,543.7719298245614,389.64912280701753,490.90434782608696,482.39130434782606,576.9622641509434,411.08490566037733,543.7391304347826,422.7119565217391
3,/home/elec/Desktop/Aging/Week0/rat3/cam3/2018-06-08_14_36_35/frame00003.png,/home/elec/Desktop/Aging/Week0/rat3/cam4/2018-06-08_14_36_35/frame00003.png,334.05,312.99444444444447,234.38513513513513,436.1756756756757,540.7972972972973,386.0405405405405,490.375,485.08653846153845,580.1583333333333,417.1333333333333,546.0,427.13824884792626
4,/home/elec/Desktop/Aging/Week0/rat3/cam3/2018-06-08_14_36_35/frame00004.png,/home/elec/Desktop/Aging/Week0/rat3/cam4/2018-06-08_14_36_35/frame00004.png,334.6034482758621,309.1379310344828,231.30666666666667,440.93333333333334,542.0806451612904,392.4677419354839,486.609375,485.359375,572.6825396825396,414.9920634920635,539.0322580645161,431.5403225806452
5,/home/elec/Desktop/Aging/Week0/rat3/cam3/2018-06-08_14_36_35/frame00005.png,/home/elec/Desktop/Aging/Week0/rat3/cam4/2018-06-08_14_36_35/frame00005.png,333.9677419354839,316.10752688172045,230.07751937984494,450.6046511627907,543.6029411764706,399.11764705882354,488.59574468085106,490.8085106382979,576.0225563909775,425.4135338345865,531.2592592592592,430.4074074074074
6,/home/elec/Desktop/Aging/Week0/rat3/cam3/2018-06-08_14_36_35/frame00006.png,/home/elec/Desktop/Aging/Week0/rat3/cam4/2018-06-08_14_36_35/frame00006.png,336.456,320.048,233.16923076923078,450.62307692307695,540.7259259259259,395.63703703703703,488.6923076923077,494.2564102564103,577.5169491525423,423.59322033898303,539.6060606060606,439.0530303030303
7,/home/elec/Desktop/Aging/Week0/rat3/cam3/2018-06-08_14_36_35/frame00007.png,/home/elec/Desktop/Aging/Week0/rat3/cam4/2018-06-08_14_36_35/frame00007.png,336.0975609756098,319.7987804878049,231.82894736842104,450.3157894736842,541.3706293706293,401.83916083916085,486.80575539568343,495.8201438848921,578.7543859649123,429.43859649122805,544.2380952380952,443.4583333333333
8,/home/elec/Desktop/Aging/Week0/rat3/cam3/2018-06-08_14_36_35/frame00008.png,/home/elec/Desktop/Aging/Week0/rat3/cam4/2018-06-08_14_36_35/frame00008.png,334.84831460674155,319.39325842696627,242.7377049180328,457.1967213114754,538.8356164383562,398.472602739726,486.5798319327731,499.3613445378151,573.5533980582525,425.71844660194176,550.3098591549295,450.2323943661972
9,/home/elec/Desktop/Aging/Week0/rat3/cam3/2018-06-08_14_36_35/frame00009.png,/home/elec/Desktop/Aging/Week0/rat3/cam4/2018-06-08_14_36_35/frame00009.png,331.3486842105263,315.625,232.4471544715447,454.260162601626,538.7461538461539,403.0153846153846,484.984375,501.1640625,585.6390977443609,433.7894736842105,541.410071942446,463.0215827338129
