The 3D marker tracked was used by the following settings:
Number of markers 5
SLIC parameters as Number 12000 Sig 1 Comp 5
Window size was 35
Path for the first camera was /home/elec/Desktop/Aging/Week0/rat3/cam3/2018-06-08_15_00_15 and path for the second camera was /home/elec/Desktop/Aging/Week0/rat3/cam4/2018-06-08_15_00_15
Frames,First Camera Frames Name,Second Camera Frames Name,Y Coordinate M,X Coordinate M,Y Coordinate M2,X Coordinate M2,Y Coordinate N,X Coordinate N,Y Coordinate N2,X Coordinate N2,Y Coordinate O,X Coordinate O,Y Coordinate O2,X Coordinate O2,Y Coordinate P,X Coordinate P,Y Coordinate P2,X Coordinate P2,Y Coordinate Q,X Coordinate Q,Y Coordinate Q2,X Coordinate Q2
0,/home/elec/Desktop/Aging/Week0/rat3/cam3/2018-06-08_15_00_15/frame00701.png,/home/elec/Desktop/Aging/Week0/rat3/cam4/2018-06-08_15_00_15/frame00701.png,127.55625,1324.675,125.46231155778895,1664.1306532663316,210.41875,1467.89375,224.04,1764.4133333333334,367.05732484076435,1401.4968152866243,365.21875,1662.74375,421.71974522292993,1548.0891719745223,432.5568181818182,1682.3181818181818,509.21176470588233,1491.7941176470588,511.53917050691246,1655.5760368663593
1,/home/elec/Desktop/Aging/Week0/rat3/cam3/2018-06-08_15_00_15/frame00702.png,/home/elec/Desktop/Aging/Week0/rat3/cam4/2018-06-08_15_00_15/frame00702.png,118.02857142857142,1329.3357142857144,127.74285714285715,1671.0428571428572,215.0066225165563,1469.2450331125829,238.6315789473684,1768.3391812865498,372.319587628866,1418.7938144329896,371.62307692307695,1674.323076923077,416.89230769230767,1549.2564102564102,429.62295081967216,1702.1639344262294,505.5266272189349,1502.5739644970413,512.1232227488151,1662.312796208531
2,/home/elec/Desktop/Aging/Week0/rat3/cam3/2018-06-08_15_00_15/frame00703.png,/home/elec/Desktop/Aging/Week0/rat3/cam4/2018-06-08_15_00_15/frame00703.png,130.05555555555554,1324.584175084175,132.39487870619945,1665.3180592991914,210.86875,1478.73125,239.80348258706468,1770.9253731343283,380.81564245810057,1423.0335195530727,372.84831460674155,1675.112359550562,415.3666666666667,1557.2111111111112,433.495,1705.51,509.65584415584414,1505.9805194805194,512.1550802139037,1669.2085561497327
3,/home/elec/Desktop/Aging/Week0/rat3/cam3/2018-06-08_15_00_15/frame00704.png,/home/elec/Desktop/Aging/Week0/rat3/cam4/2018-06-08_15_00_15/frame00704.png,131.89835164835165,1334.9725274725274,134.54786450662738,1664.5066273932252,212.4900497512438,1473.6019900497513,225.94140625,1762.359375,375.43529411764706,1430.4941176470588,381.1456310679612,1676.4174757281553,413.4418604651163,1562.7209302325582,431.82208588957053,1709.484662576687,503.23668639053255,1517.698224852071,509.87564766839375,1676.80310880829
4,/home/elec/Desktop/Aging/Week0/rat3/cam3/2018-06-08_15_00_15/frame00705.png,/home/elec/Desktop/Aging/Week0/rat3/cam4/2018-06-08_15_00_15/frame00705.png,134.3410071942446,1337.1971223021583,134.12689393939394,1663.7253787878788,217.6990291262136,1460.9417475728155,229.9811320754717,1764.398113207547,380.81142857142856,1423.3142857142857,382.43722943722946,1677.112554112554,411.3575757575758,1565.0424242424242,422.2892561983471,1719.8677685950413,502.5,1526.8688524590164,509.92571428571426,1683.2742857142857
5,/home/elec/Desktop/Aging/Week0/rat3/cam3/2018-06-08_15_00_15/frame00706.png,/home/elec/Desktop/Aging/Week0/rat3/cam4/2018-06-08_15_00_15/frame00706.png,140.61099796334014,1346.1201629327902,132.6203007518797,1659.1766917293232,220.55721393034827,1462.5149253731342,231.84848484848484,1763.6727272727273,384.54106280193236,1426.0917874396134,385.704347826087,1678.0782608695652,410.247311827957,1571.6290322580646,424.8828828828829,1723.3513513513512,498.9504132231405,1532.7107438016528,509.7671232876712,1688.2671232876712
6,/home/elec/Desktop/Aging/Week0/rat3/cam3/2018-06-08_15_00_15/frame00707.png,/home/elec/Desktop/Aging/Week0/rat3/cam4/2018-06-08_15_00_15/frame00707.png,143.15879017013233,1348.3667296786389,140.19776119402985,1665.8600746268658,221.82823529411763,1445.7764705882353,233.85655737704917,1763.6311475409836,388.71836734693875,1429.5836734693878,388.6303317535545,1678.2132701421801,408.978835978836,1577.05291005291,425.9012345679012,1726.4012345679012,500.93491124260356,1538.1242603550295,508.4425287356322,1698.287356321839
7,/home/elec/Desktop/Aging/Week0/rat3/cam3/2018-06-08_15_00_15/frame00708.png,/home/elec/Desktop/Aging/Week0/rat3/cam4/2018-06-08_15_00_15/frame00708.png,144.29655172413794,1353.3206896551724,136.44912280701755,1663.042105263158,224.37543252595157,1449.7076124567475,235.7151767151767,1764.195426195426,389.72685185185185,1430.6898148148148,390.29411764705884,1678.7696078431372,404.62091503267976,1577.875816993464,426.3888888888889,1729.9722222222222,500.56497175141243,1544.5706214689264,508.08187134502924,1703.7251461988303
8,/home/elec/Desktop/Aging/Week0/rat3/cam3/2018-06-08_15_00_15/frame00709.png,/home/elec/Desktop/Aging/Week0/rat3/cam4/2018-06-08_15_00_15/frame00709.png,145.52455795677798,1343.2907662082514,143.45205479452056,1667.037181996086,225.26063829787233,1452.8067375886526,236.3741794310722,1764.7308533916848,390.5973451327434,1430.9513274336284,394.10967741935485,1681.3612903225805,403.55721393034827,1585.2686567164178,425.07142857142856,1735.3392857142858,498.5329341317365,1553.1437125748503,507.7426900584795,1709.9415204678362
9,/home/elec/Desktop/Aging/Week0/rat3/cam3/2018-06-08_15_00_15/frame00710.png,/home/elec/Desktop/Aging/Week0/rat3/cam4/2018-06-08_15_00_15/frame00710.png,146.35728155339805,1342.580582524272,144.8840830449827,1668.083044982699,215.87437185929647,1450.4020100502512,237.39101123595506,1763.3573033707864,391.4657534246575,1427.859589041096,392.8119266055046,1680.2981651376147,401.4451219512195,1590.3902439024391,423.8730158730159,1739.0396825396826,496.24778761061947,1559.3893805309735,507.0595238095238,1716.4107142857142
