The 3D marker tracked was used by the following settings:
Number of markers 3
SLIC parameters as Number 12000 Sig 1 Comp 5
Window size was 35
Path for the first camera was /home/elec/Desktop/Aging/Week0/rat2/cam3/2018-06-08_13_42_28 and path for the second camera was /home/elec/Desktop/Aging/Week0/rat2/cam4/2018-06-08_13_42_28
Frames,First Camera Frames Name,Second Camera Frames Name,Y Coordinate M,X Coordinate M,Y Coordinate M2,X Coordinate M2,Y Coordinate N,X Coordinate N,Y Coordinate N2,X Coordinate N2,Y Coordinate O,X Coordinate O,Y Coordinate O2,X Coordinate O2
0,/home/elec/Desktop/Aging/Week0/rat2/cam3/2018-06-08_13_42_28/frame00000.png,/home/elec/Desktop/Aging/Week0/rat2/cam4/2018-06-08_13_42_28/frame00000.png,303.50735294117646,811.6911764705883,259.125748502994,1103.4550898203593,448.86619718309856,937.0492957746479,423.7093023255814,1180.889534883721,520.3958333333334,1011.2604166666666,508.36470588235295,1178.9
1,/home/elec/Desktop/Aging/Week0/rat2/cam3/2018-06-08_13_42_28/frame00001.png,/home/elec/Desktop/Aging/Week0/rat2/cam4/2018-06-08_13_42_28/frame00001.png,295.4107142857143,813.5059523809524,251.64242424242423,1116.121212121212,445.6578947368421,945.296052631579,421.0060975609756,1181.9573170731708,515.5352112676056,1008.5281690140845,503.61046511627904,1181.843023255814
2,/home/elec/Desktop/Aging/Week0/rat2/cam3/2018-06-08_13_42_28/frame00002.png,/home/elec/Desktop/Aging/Week0/rat2/cam4/2018-06-08_13_42_28/frame00002.png,288.69565217391306,812.8260869565217,252.3941605839416,1113.6350364963503,443.3724137931034,943.9448275862069,419.31927710843377,1185.012048192771,515.763440860215,1011.9677419354839,503.96089385474863,1186.0782122905027
3,/home/elec/Desktop/Aging/Week0/rat2/cam3/2018-06-08_13_42_28/frame00003.png,/home/elec/Desktop/Aging/Week0/rat2/cam4/2018-06-08_13_42_28/frame00003.png,288.9756097560976,810.3089430894308,248.8641975308642,1112.6913580246915,438.7019230769231,950.4326923076923,414.48,1179.4,510.83720930232556,1007.5038759689922,503.3960396039604,1189.1782178217823
4,/home/elec/Desktop/Aging/Week0/rat2/cam3/2018-06-08_13_42_28/frame00004.png,/home/elec/Desktop/Aging/Week0/rat2/cam4/2018-06-08_13_42_28/frame00004.png,289.55555555555554,808.3851851851852,240.808,1111.0,437.9,947.4692307692308,415.0977011494253,1184.6436781609195,508.85833333333335,1008.0166666666667,499.5729166666667,1189.78125
5,/home/elec/Desktop/Aging/Week0/rat2/cam3/2018-06-08_13_42_28/frame00005.png,/home/elec/Desktop/Aging/Week0/rat2/cam4/2018-06-08_13_42_28/frame00005.png,289.5722891566265,805.6144578313254,238.75776397515529,1108.9068322981366,437.52713178294573,943.937984496124,412.3545454545455,1177.8727272727274,508.20540540540543,1011.3783783783783,495.39903846153845,1192.6057692307693
6,/home/elec/Desktop/Aging/Week0/rat2/cam3/2018-06-08_13_42_28/frame00006.png,/home/elec/Desktop/Aging/Week0/rat2/cam4/2018-06-08_13_42_28/frame00006.png,291.0457516339869,804.2483660130719,242.6341463414634,1101.0182926829268,438.18243243243245,935.2162162162163,412.8150289017341,1181.5144508670521,504.3181818181818,1007.4090909090909,490.0687022900763,1190.496183206107
7,/home/elec/Desktop/Aging/Week0/rat2/cam3/2018-06-08_13_42_28/frame00007.png,/home/elec/Desktop/Aging/Week0/rat2/cam4/2018-06-08_13_42_28/frame00007.png,291.0725806451613,801.5322580645161,243.21848739495798,1102.3949579831933,438.3290322580645,927.0322580645161,413.3625,1182.6,500.9946524064171,1002.7914438502673,491.68,1193.5666666666666
8,/home/elec/Desktop/Aging/Week0/rat2/cam3/2018-06-08_13_42_28/frame00008.png,/home/elec/Desktop/Aging/Week0/rat2/cam4/2018-06-08_13_42_28/frame00008.png,298.1170212765957,799.6702127659574,243.8273381294964,1101.1223021582734,439.0980392156863,925.2614379084968,413.67261904761904,1176.0357142857142,498.8370786516854,997.7584269662922,488.1847826086956,1189.6032608695652
9,/home/elec/Desktop/Aging/Week0/rat2/cam3/2018-06-08_13_42_28/frame00009.png,/home/elec/Desktop/Aging/Week0/rat2/cam4/2018-06-08_13_42_28/frame00009.png,299.97333333333336,795.3466666666667,255.16129032258064,1094.2064516129033,441.78,914.7333333333333,414.43870967741935,1168.1741935483872,499.13125,992.0625,483.9873417721519,1191.4303797468353
10,/home/elec/Desktop/Aging/Week0/rat2/cam3/2018-06-08_13_42_28/frame00010.png,/home/elec/Desktop/Aging/Week0/rat2/cam4/2018-06-08_13_42_28/frame00010.png,310.0,790.2913385826772,261.7207207207207,1087.144144144144,442.97278911564626,912.1904761904761,416.5426829268293,1165.2682926829268,500.6792452830189,980.7735849056604,488.6875,1185.3984375
