The 3D marker tracked was used by the following settings:
Number of markers 5
SLIC parameters as Number 12000 Sig 1 Comp 5
Window size was 35
Path for the first camera was /home/elec/Desktop/Aging/Week0/rat3/cam1/2018-06-08_14_36_35 and path for the second camera was /home/elec/Desktop/Aging/Week0/rat3/cam2/2018-06-08_14_36_35
Frames,First Camera Frames Name,Second Camera Frames Name,Y Coordinate M,X Coordinate M,Y Coordinate M2,X Coordinate M2,Y Coordinate N,X Coordinate N,Y Coordinate N2,X Coordinate N2,Y Coordinate O,X Coordinate O,Y Coordinate O2,X Coordinate O2,Y Coordinate P,X Coordinate P,Y Coordinate P2,X Coordinate P2,Y Coordinate Q,X Coordinate Q,Y Coordinate Q2,X Coordinate Q2
0,/home/elec/Desktop/Aging/Week0/rat3/cam1/2018-06-08_14_36_35/frame00000.png,/home/elec/Desktop/Aging/Week0/rat3/cam2/2018-06-08_14_36_35/frame00000.png,216.5737704918033,806.688524590164,281.53472222222223,433.05555555555554,388.11764705882354,875.0,420.95238095238096,537.9904761904762,456.59322033898303,752.771186440678,476.0,468.0536912751678,515.8695652173913,766.5434782608696,529.3681318681319,573.8956043956044,551.0361445783133,708.855421686747,561.7255813953489,487.19069767441863
1,/home/elec/Desktop/Aging/Week0/rat3/cam1/2018-06-08_14_36_35/frame00001.png,/home/elec/Desktop/Aging/Week0/rat3/cam2/2018-06-08_14_36_35/frame00001.png,206.05,810.8875,276.5620437956204,441.5912408759124,397.136690647482,878.4244604316547,417.2266666666667,535.66,450.48201438848923,765.9640287769785,486.49333333333334,482.28,515.9247311827958,769.752688172043,527.9695652173913,578.6913043478261,546.3658536585366,718.4573170731708,561.413953488372,491.46046511627907
2,/home/elec/Desktop/Aging/Week0/rat3/cam1/2018-06-08_14_36_35/frame00002.png,/home/elec/Desktop/Aging/Week0/rat3/cam2/2018-06-08_14_36_35/frame00002.png,219.85381355932202,806.0233050847457,260.4154589371981,443.0048309178744,398.618320610687,882.5763358778626,410.673417721519,541.0886075949367,459.00666666666666,766.4533333333334,488.8469945355191,483.85792349726773,516.5,774.1052631578948,529.75,577.0,546.8923076923077,721.4666666666667,561.15625,495.125
3,/home/elec/Desktop/Aging/Week0/rat3/cam1/2018-06-08_14_36_35/frame00003.png,/home/elec/Desktop/Aging/Week0/rat3/cam2/2018-06-08_14_36_35/frame00003.png,213.78415300546447,805.5355191256831,278.9462875197472,442.8641390205371,378.6012658227848,886.7869198312236,428.28703703703707,544.9537037037037,466.71523178807945,768.317880794702,487.4759036144578,486.4277108433735,517.0519480519481,778.974025974026,527.3632478632478,582.7863247863248,546.7195767195767,725.5767195767196,560.7373737373738,498.6363636363636
4,/home/elec/Desktop/Aging/Week0/rat3/cam1/2018-06-08_14_36_35/frame00004.png,/home/elec/Desktop/Aging/Week0/rat3/cam2/2018-06-08_14_36_35/frame00004.png,225.94579439252337,815.1719626168224,280.86034482758623,442.8965517241379,379.5595238095238,890.4595238095238,412.1308270676692,546.5097744360902,467.2792207792208,770.2142857142857,488.4294117647059,488.6,517.4591836734694,778.5408163265306,526.1964285714286,586.9017857142857,546.621052631579,730.0736842105263,560.7198067632851,501.6473429951691
5,/home/elec/Desktop/Aging/Week0/rat3/cam1/2018-06-08_14_36_35/frame00005.png,/home/elec/Desktop/Aging/Week0/rat3/cam2/2018-06-08_14_36_35/frame00005.png,235.19796954314722,829.746192893401,280.05065359477123,443.62908496732024,381.1695760598504,893.9526184538653,391.7847533632287,547.7174887892377,466.54424778761063,771.0221238938053,488.9704142011834,491.01183431952666,515.9076923076923,787.4307692307692,529.3089430894308,587.5447154471544,546.4179894179895,734.1851851851852,560.7582938388625,504.563981042654
6,/home/elec/Desktop/Aging/Week0/rat3/cam1/2018-06-08_14_36_35/frame00006.png,/home/elec/Desktop/Aging/Week0/rat3/cam2/2018-06-08_14_36_35/frame00006.png,234.0024154589372,828.1908212560386,279.49429037520395,442.0668841761827,381.8692098092643,901.7683923705722,394.7142857142857,551.5172413793103,467.4354066985646,772.799043062201,488.6503067484663,492.6441717791411,512.0618556701031,792.7216494845361,525.2652173913043,593.1173913043478,546.9447236180904,738.3165829145729,560.6255319148936,507.16170212765957
7,/home/elec/Desktop/Aging/Week0/rat3/cam1/2018-06-08_14_36_35/frame00007.png,/home/elec/Desktop/Aging/Week0/rat3/cam2/2018-06-08_14_36_35/frame00007.png,243.53937007874015,835.2795275590552,282.8566493955095,444.10189982728843,370.03287671232874,892.8438356164384,397.75428571428574,556.9485714285714,465.75742574257424,774.59900990099,488.758389261745,493.9127516778523,504.2025316455696,801.2911392405064,522.1118421052631,600.7434210526316,546.8494623655914,742.8172043010753,560.5739910313902,510.4932735426009
8,/home/elec/Desktop/Aging/Week0/rat3/cam1/2018-06-08_14_36_35/frame00008.png,/home/elec/Desktop/Aging/Week0/rat3/cam2/2018-06-08_14_36_35/frame00008.png,233.6142595978062,828.146252285192,279.87694974003466,443.3084922010399,379.9230769230769,900.8153846153846,400.21232876712327,546.2328767123288,455.0181818181818,782.0666666666667,488.1280487804878,495.4878048780488,510.5578947368421,800.9894736842106,524.5265486725664,597.5442477876106,546.3371428571429,747.3314285714285,560.1428571428571,514.4857142857143
9,/home/elec/Desktop/Aging/Week0/rat3/cam1/2018-06-08_14_36_35/frame00009.png,/home/elec/Desktop/Aging/Week0/rat3/cam2/2018-06-08_14_36_35/frame00009.png,228.16842105263157,823.2165413533835,282.1989708404803,444.3207547169811,371.54347826086956,891.0745341614906,401.4910025706941,535.4627249357327,457.8529411764706,786.8235294117648,485.51677852348996,497.48322147651004,503.0705882352941,809.8941176470588,525.2402597402597,597.6753246753246,546.7222222222222,751.5222222222222,560.6507177033493,516.9617224880383
