Frame_Num,Time_Stamp,Real_Speed,Belt_Speed,Kalman_X_Pos,Kalman_Y_Pos
0,1528482991.612326,0.08757239980707116,0.16,0.09386082759966183,-0.012974210769330818
1,1528482991.616325,0.08751086729486786,0.16,0.09355734458781413,-0.012761166888482422
2,1528482991.620325,0.08743725077042425,0.16,0.09325225096258549,-0.012548258108136959
3,1528482991.624325,0.08736363863366238,0.16,0.09294717552150426,-0.012335362017550726
4,1528482991.628329,0.08728995190631071,0.16,0.09264179094991709,-0.012122250201057597
5,1528482991.632331,0.08721630466809482,0.16,0.09233657003565658,-0.01190925259239753
6,1528482991.636331,0.0871426881436512,0.16,0.09203147641042796,-0.011696343812052068
7,1528482991.640333,0.08706904090543531,0.16,0.09172625549616745,-0.011483346203392001
8,1528482991.644334,0.08699540683026469,0.16,0.09142108913434918,-0.011270386664009622
9,1528482991.64833,0.08692186928409261,0.16,0.09111632282377391,-0.011057706299330282
10,1528482991.652333,0.08684820010746795,0.16,0.09081101098877636,-0.01084464524187407
11,1528482991.656343,0.08677440368807249,0.16,0.09050517181350395,-0.010631216181400213
12,1528482991.660338,0.08670088369262742,0.16,0.09020047823951831,-0.010418586575757791
13,1528482991.664339,0.08662724961745678,0.16,0.08989531187770004,-0.010205627036375411
14,1528482991.668336,0.0865536945205577,0.16,0.08959047283053513,-0.009992895912659155
15,1528482991.672345,0.08647991565188924,0.16,0.08928470639185236,-0.009779517611222217
16,1528482991.676593,0.086401735938423,0.16,0.08896070125331834,-0.009553411481278513
17,1528482991.680348,0.08671516995631574,0.16,0.08872890072759715,-0.009362997053355939
18,1528482991.684348,0.08847427261966966,0.16,0.08868530632657631,-0.00919529875558494
19,1528482991.688346,0.09023232682512433,0.16,0.08864173790862916,-0.00902770040911789
20,1528482991.692345,0.09199090525952862,0.16,0.08859815649914515,-0.008860052086998867
21,1528482991.696348,0.09375126607236162,0.16,0.08855453091843589,-0.008692233847663123
22,1528482991.70035,0.09551120750203493,0.16,0.08851091573095611,-0.008524455588848961
23,1528482991.704359,0.09727418945961605,0.16,0.08846722519256266,-0.008356387471253337
24,1528482991.708357,0.09903234851086065,0.16,0.08842365417630813,-0.008188779129655894
25,1528482991.712353,0.10078956394999591,0.16,0.08838010654481991,-0.008021260744232006
26,1528482991.716358,0.10255076352914833,0.16,0.08833646017765172,-0.0078533625438531
27,1528482991.720632,0.10443033400512552,0.16,0.08828988032146501,-0.0076741798412579935
28,1528482991.724369,0.10607368691640276,0.16,0.08824915445177847,-0.007517516167443315
29,1528482991.728359,0.10782828121078991,0.16,0.08820567177797446,-0.007350247660279309
30,1528482991.732356,0.10958602087887481,0.16,0.0881621111549494,-0.007182679299203446
31,1528482991.73636,0.11134680107486751,0.16,0.08811847518101068,-0.007014821079346123
32,1528482991.740363,0.1131070570419106,0.16,0.08807485219860879,-0.006847012835140774
33,1528482991.744363,0.11486615970526451,0.16,0.08803125779758794,-0.006679314537369774
34,1528482991.74836,0.11719602973755965,0.16,0.08812206036980232,-0.0065366846455351055
35,1528482991.752368,0.12025367121818906,0.16,0.08838246423043059,-0.006425074464610316
36,1528482991.756368,0.12330512866394001,0.16,0.08864234142808453,-0.006313690013633265
37,1528482991.760366,0.12635513104266077,0.16,0.08890209470503863,-0.006202358675585094
38,1528482991.76437,0.12940968050585094,0.16,0.08916223523417974,-0.0060908613596341735
39,1528482991.76837,0.13246113795160191,0.16,0.08942211243183368,-0.005979476908657123
40,1528482991.772374,0.13551568741479209,0.16,0.08968225296097478,-0.005867979592706202
41,1528482991.776375,0.13856805427743696,0.16,0.08994220760906613,-0.0057565619461486025
42,1528482991.780376,0.14162023925670303,0.16,0.09020214676706999,-0.005645150938707112
43,1528482991.784386,0.14467933580436265,0.16,0.0904626745483981,-0.005533487644853442
