-5.309,-4.6705,5.3204,4.1273
1.1954,-3.9857,-1.3894,2.7108
0.42838,-1.2224,0.98359,-0.9365
2048.7,1707.3,50.28,190.36
-0.019816,-0.012673,-0.1382,-0.11029
-1.6806,-1.9445,2.306,1.9763
5.0007,5.8941,4.997,4.5414
130.41,155.62,350.36,309.27
-0.00046817,0.00067265,0.00055967,-0.00039627
-0.00094021,-0.0010752,0.0009941,0.00093122
-0.00027273,-0.00023394,-0.00024677,-0.00027786
