Frame_Num,Time_Stamp,Real_Speed,Belt_Speed,Kalman_X_Pos,Kalman_Y_Pos
0,1528478950,0.081251936,0.16,-0.026730943,-0.005815668
1,1528478950,0.088192123,0.16,-0.026060806,-0.006002687
2,1528478950,0.095165038,0.16,-0.02538751,-0.006190588
3,1528478950,0.102119311,0.16,-0.024716013,-0.006377987
4,1528478950,0.109062812,0.16,-0.024045556,-0.006565095
5,1528478950,0.116017084,0.16,-0.02337406,-0.006752494
6,1528478950,0.122969285,0.16,-0.022702763,-0.006939836
7,1528478950,0.129920243,0.16,-0.022031587,-0.007127145
8,1528478950,0.13687783,0.16,-0.02135977,-0.007314633
9,1528478950,0.143844117,0.16,-0.020687113,-0.007502356
10,1528478950,0.150797975,0.16,-0.020015657,-0.007689743
11,1528478950,0.157738162,0.16,-0.01934552,-0.007876762
12,1528478950,0.164720192,0.16,-0.018671343,-0.008064908
13,1528478950,0.171650021,0.16,-0.018002207,-0.008251648
14,1528478950,0.178610922,0.16,-0.01733007,-0.008439225
15,1528478950,0.185565195,0.16,-0.016658573,-0.008626624
16,1528478950,0.192515739,0.16,-0.015987437,-0.008813922
17,1528478950,0.199688279,0.16,-0.015123909,-0.009030126
18,1528478950,0.20727974,0.16,-0.01389972,-0.009300555
19,1528478950,0.214890209,0.16,-0.012672465,-0.009571662
20,1528478950,0.222491174,0.16,-0.011446744,-0.009842431
21,1528478950,0.230137852,0.16,-0.01021365,-0.010114827
22,1528478950,0.237672285,0.16,-0.008998657,-0.010383226
23,1528478950,0.24525062,0.16,-0.007776584,-0.010653188
24,1528478950,0.252857017,0.16,-0.006549986,-0.01092415
25,1528478950,0.260435352,0.16,-0.005327914,-0.011194112
26,1528478950,0.268019118,0.16,-0.004104965,-0.011464267
27,1528478950,0.275635472,0.16,-0.002876762,-0.011735584
28,1528478950,0.283236437,0.16,-0.00165104,-0.012006352
29,1528478950,0.29081613,0.16,-0.000428748,-0.012276363
30,1528478950,0.298417095,0.16,0.000796974,-0.012547131
31,1528478950,0.306008555,0.16,0.002021163,-0.012817561
32,1528478950,0.313596395,0.16,0.003244768,-0.013087862
33,1528478950,0.321210486,0.16,0.004472607,-0.013359097
34,1528478950,0.326481943,0.16,0.005704623,-0.013645881
35,1528478950,0.330669041,0.16,0.006944547,-0.013941409
36,1528478950,0.334847416,0.16,0.008181888,-0.014236322
37,1528478950,0.339037505,0.16,0.009422698,-0.014532062
38,1528478950,0.34322236,0.16,0.010661959,-0.014827432
39,1528478950,0.347400735,0.16,0.0118993,-0.015122345
40,1528478950,0.35158559,0.16,0.01313856,-0.015417715
41,1528478950,0.355767454,0.16,0.014376934,-0.015712874
42,1528478950,0.35995206,0.16,0.015616121,-0.016008227
43,1528478950,0.364134921,0.16,0.01685479,-0.016303456
44,1528478950,0.368314542,0.16,0.018092501,-0.016598457
45,1528478950,0.372501391,0.16,0.019332351,-0.016893968
46,1528478950,0.376715408,0.16,0.020580247,-0.017191396
47,1528478950,0.38086163,0.16,0.021808067,-0.01748404
48,1528478950,0.385050473,0.16,0.023048508,-0.017779692
49,1528478950,0.389234331,0.16,0.024287473,-0.018074991
50,1528478950,0.393099829,0.16,0.025522883,-0.018360215
51,1528478950,0.395054435,0.16,0.026733136,-0.018584436
52,1528478950,0.39701149,0.16,0.027944904,-0.018808938
53,1528478950,0.398970061,0.16,0.029157612,-0.019033614
54,1528478950,0.401060766,0.16,0.030452134,-0.019273448
55,1528478950,0.402886737,0.16,0.031582737,-0.019482913
56,1528478950,0.404843326,0.16,0.032794217,-0.019707361
57,1528478950,0.406806795,0.16,0.034009957,-0.019932599
58,1528478950,0.408758019,0.16,0.035218115,-0.020156432
59,1528478950,0.410714141,0.16,0.036429306,-0.020380827
60,1528478950,0.412671779,0.16,0.037641436,-0.020605396
61,1528478950,0.414620554,0.16,0.038848077,-0.020828948
62,1528478950,0.416582041,0.16,0.04006259,-0.021053959
63,1528478950,0.41854551,0.16,0.04127833,-0.021279196
64,1528478950,0.420498717,0.16,0.042487716,-0.021503257
65,1528478950,0.422458804,0.16,0.043701362,-0.021728107
66,1528478950,0.424417842,0.16,0.044914358,-0.021952836
67,1528478950,0.425099834,0.16,0.046021324,-0.022082591
68,1528478950,0.424754603,0.16,0.047044059,-0.022136029
69,1528478950,0.42440927,0.16,0.048067099,-0.022189484
70,1528478950,0.424063525,0.16,0.049091358,-0.022243002
71,1528478950,0.423717677,0.16,0.050115922,-0.022296536
72,1528478950,0.423373393,0.16,0.051135853,-0.022349828
73,1528478950,0.423027813,0.16,0.052159624,-0.02240332
74,1528478950,0.42268285,0.16,0.053181567,-0.022456718
75,1528478950,0.422337269,0.16,0.054205338,-0.02251021
76,1528478950,0.421992553,0.16,0.055226549,-0.022563569
77,1528478950,0.421646973,0.16,0.056250321,-0.022617062
78,1528478950,0.421301125,0.16,0.057274885,-0.022670596
79,1528478950,0.420956141,0.16,0.058296888,-0.022723996
80,1528478950,0.420610828,0.16,0.059319867,-0.022777447
81,1528478950,0.420265165,0.16,0.060343883,-0.022830953
82,1528478950,0.419918021,0.16,0.061372287,-0.022884687
83,1528478950,0.419574437,0.16,0.062390145,-0.022937871
84,1528478950,0.417766958,0.16,0.063178278,-0.022914062
85,1528478950,0.415620059,0.16,0.063910669,-0.022872237
86,1528478950,0.413466882,0.16,0.064645202,-0.022830289
87,1528478950,0.41131742,0.16,0.065378467,-0.022788413
88,1528478950,0.409167318,0.16,0.066111951,-0.022746526
89,1528478950,0.407018881,0.16,0.066844866,-0.02270467
90,1528478950,0.404866729,0.16,0.067579049,-0.022662743
91,1528478950,0.402713552,0.16,0.068313582,-0.022620795
92,1528478950,0.400567165,0.16,0.069045798,-0.022578979
