The 3D marker tracked was used by the following settings:
Number of markers 3
SLIC parameters as Number 12000 Sig 1 Comp 5
Window size was 35
Path for the first camera was /home/elec/Desktop/Aging/Week0/rat3/cam3/2018-06-08_14_35_31 and path for the second camera was /home/elec/Desktop/Aging/Week0/rat3/cam4/2018-06-08_14_35_31
Frames,First Camera Frames Name,Second Camera Frames Name,Y Coordinate M,X Coordinate M,Y Coordinate M2,X Coordinate M2,Y Coordinate N,X Coordinate N,Y Coordinate N2,X Coordinate N2,Y Coordinate O,X Coordinate O,Y Coordinate O2,X Coordinate O2
0,/home/elec/Desktop/Aging/Week0/rat3/cam3/2018-06-08_14_35_31/frame00000.png,/home/elec/Desktop/Aging/Week0/rat3/cam4/2018-06-08_14_35_31/frame00000.png,324.625,368.5,221.6027397260274,475.7671232876712,514.1374045801526,433.21374045801525,467.5655737704918,518.0901639344262,567.4503816793894,462.25954198473283,531.96875,461.4875
1,/home/elec/Desktop/Aging/Week0/rat3/cam3/2018-06-08_14_35_31/frame00001.png,/home/elec/Desktop/Aging/Week0/rat3/cam4/2018-06-08_14_35_31/frame00001.png,328.5792079207921,362.0940594059406,225.1726618705036,463.33093525179856,515.2536231884058,435.54347826086956,466.33116883116884,517.7142857142858,566.7708333333333,464.6111111111111,531.8333333333333,464.43333333333334
2,/home/elec/Desktop/Aging/Week0/rat3/cam3/2018-06-08_14_35_31/frame00002.png,/home/elec/Desktop/Aging/Week0/rat3/cam4/2018-06-08_14_35_31/frame00002.png,331.60130718954247,364.47058823529414,224.04137931034484,463.02758620689656,516.1883116883117,436.9025974025974,466.80555555555554,518.125,567.25,466.77777777777777,528.6496350364963,458.6131386861314
3,/home/elec/Desktop/Aging/Week0/rat3/cam3/2018-06-08_14_35_31/frame00003.png,/home/elec/Desktop/Aging/Week0/rat3/cam4/2018-06-08_14_35_31/frame00003.png,332.5043478260869,356.704347826087,237.46846846846847,464.1981981981982,516.096551724138,437.51724137931035,467.53793103448277,519.6068965517242,570.7548387096774,491.8774193548387,530.437037037037,463.25925925925924
4,/home/elec/Desktop/Aging/Week0/rat3/cam3/2018-06-08_14_35_31/frame00004.png,/home/elec/Desktop/Aging/Week0/rat3/cam4/2018-06-08_14_35_31/frame00004.png,329.37714285714287,360.1542857142857,235.5,466.19565217391306,516.3333333333334,439.08843537414964,468.041958041958,521.5384615384615,566.5739130434782,500.3478260869565,530.7878787878788,467.25
5,/home/elec/Desktop/Aging/Week0/rat3/cam3/2018-06-08_14_35_31/frame00005.png,/home/elec/Desktop/Aging/Week0/rat3/cam4/2018-06-08_14_35_31/frame00005.png,326.4327485380117,364.4269005847953,233.62745098039215,468.54901960784315,516.4228187919463,440.68456375838923,467.2536231884058,523.2391304347826,560.2405063291139,513.626582278481,531.4416666666667,472.4
6,/home/elec/Desktop/Aging/Week0/rat3/cam3/2018-06-08_14_35_31/frame00006.png,/home/elec/Desktop/Aging/Week0/rat3/cam4/2018-06-08_14_35_31/frame00006.png,331.01351351351354,361.89864864864865,233.37857142857143,474.12857142857143,516.8025477707006,442.4267515923567,467.496,525.448,553.969465648855,529.7862595419847,530.8644067796611,476.66101694915255
7,/home/elec/Desktop/Aging/Week0/rat3/cam3/2018-06-08_14_35_31/frame00007.png,/home/elec/Desktop/Aging/Week0/rat3/cam4/2018-06-08_14_35_31/frame00007.png,322.3630573248408,369.0891719745223,233.24242424242425,469.07878787878786,515.8724832214765,444.31543624161077,465.2,526.7692307692307,561.1418918918919,547.4324324324324,529.9230769230769,478.94871794871796
8,/home/elec/Desktop/Aging/Week0/rat3/cam3/2018-06-08_14_35_31/frame00008.png,/home/elec/Desktop/Aging/Week0/rat3/cam4/2018-06-08_14_35_31/frame00008.png,327.36871508379886,365.8268156424581,235.11111111111111,464.74603174603175,515.6556291390729,446.42384105960264,465.5692307692308,529.5461538461539,564.0555555555555,555.8571428571429,530.1574803149606,483.8740157480315
9,/home/elec/Desktop/Aging/Week0/rat3/cam3/2018-06-08_14_35_31/frame00009.png,/home/elec/Desktop/Aging/Week0/rat3/cam4/2018-06-08_14_35_31/frame00009.png,330.7516339869281,363.22222222222223,236.4436090225564,466.50375939849624,514.8263888888889,448.0486111111111,465.78125,532.0078125,556.8285714285714,573.0857142857143,528.0674846625767,492.52147239263803
10,/home/elec/Desktop/Aging/Week0/rat3/cam3/2018-06-08_14_35_31/frame00010.png,/home/elec/Desktop/Aging/Week0/rat3/cam4/2018-06-08_14_35_31/frame00010.png,323.4438502673797,369.27807486631013,234.64150943396226,468.1446540880503,514.7,449.81333333333333,467.646017699115,535.9646017699115,559.9455782312925,580.421768707483,523.2638036809816,497.5828220858896
11,/home/elec/Desktop/Aging/Week0/rat3/cam3/2018-06-08_14_35_31/frame00011.png,/home/elec/Desktop/Aging/Week0/rat3/cam4/2018-06-08_14_35_31/frame00011.png,328.5892857142857,365.2202380952381,234.29518072289156,470.9879518072289,514.5251798561151,451.8273381294964,463.3138686131387,534.7664233576643,559.34375,585.28125,531.2363636363636,498.27272727272725
12,/home/elec/Desktop/Aging/Week0/rat3/cam3/2018-06-08_14_35_31/frame00012.png,/home/elec/Desktop/Aging/Week0/rat3/cam4/2018-06-08_14_35_31/frame00012.png,332.3905325443787,362.20118343195264,225.63120567375887,466.4326241134752,514.5633802816901,453.53521126760563,464.9862068965517,538.2344827586207,555.3030303030303,588.0454545454545,533.3505154639175,505.4639175257732
13,/home/elec/Desktop/Aging/Week0/rat3/cam3/2018-06-08_14_35_31/frame00013.png,/home/elec/Desktop/Aging/Week0/rat3/cam4/2018-06-08_14_35_31/frame00013.png,331.1528662420382,365.4904458598726,237.97333333333333,470.14666666666665,514.1266666666667,455.18,465.472,540.776,563.6521739130435,587.3260869565217,531.72,515.1371428571429
14,/home/elec/Desktop/Aging/Week0/rat3/cam3/2018-06-08_14_35_31/frame00014.png,/home/elec/Desktop/Aging/Week0/rat3/cam4/2018-06-08_14_35_31/frame00014.png,324.0625,369.3,234.14492753623188,473.04347826086956,513.7986111111111,456.4513888888889,461.3658536585366,539.430894308943,558.5378787878788,583.1136363636364,531.5872093023256,518.1104651162791
