The 3D marker tracked was used by the following settings:
Number of markers 5
SLIC parameters as Number 16000 Sig 1 Comp 5
Window size was 35
Path for the first camera was /Volumes/SCI_Storage/Aging/Week0/rat3/cam3/2018-06-08_14_35_31 and path for the second camera was /Volumes/SCI_Storage/Aging/Week0/rat3/cam4/2018-06-08_14_35_31
Frames,First Camera Frames Name,Second Camera Frames Name,Y Coordinate M,X Coordinate M,Y Coordinate M2,X Coordinate M2,Y Coordinate N,X Coordinate N,Y Coordinate N2,X Coordinate N2,Y Coordinate O,X Coordinate O,Y Coordinate O2,X Coordinate O2,Y Coordinate P,X Coordinate P,Y Coordinate P2,X Coordinate P2,Y Coordinate Q,X Coordinate Q,Y Coordinate Q2,X Coordinate Q2
0,/Volumes/SCI_Storage/Aging/Week0/rat3/cam3/2018-06-08_14_35_31/frame00000.png,/Volumes/SCI_Storage/Aging/Week0/rat3/cam4/2018-06-08_14_35_31/frame00000.png,127.375,543.875,150.05625,961.45,226.16374269005848,666.3157894736843,232.6209677419355,1113.717741935484,292.37894736842105,789.7052631578947,397.57225433526014,1037.9653179190752,430.25465838509314,772.2670807453418,388.125,1189.9261363636365,415.7964601769912,968.0929203539824,491.03333333333336,1218.4833333333333
1,/Volumes/SCI_Storage/Aging/Week0/rat3/cam3/2018-06-08_14_35_31/frame00001.png,/Volumes/SCI_Storage/Aging/Week0/rat3/cam4/2018-06-08_14_35_31/frame00001.png,229.07558139534885,666.0755813953489,153.49324324324326,963.8378378378377,282.91,800.8399999999997,231.69613259668515,1085.1933701657456,428.8658536585366,767.25,394.79768786127164,1030.64161849711,409.4337899543378,963.5890410958904,382.5925925925926,1187.861111111111,490.29411764705884,1023.5529411764703,480.54679802955667,1220.576354679803
2,/Volumes/SCI_Storage/Aging/Week0/rat3/cam3/2018-06-08_14_35_31/frame00002.png,/Volumes/SCI_Storage/Aging/Week0/rat3/cam4/2018-06-08_14_35_31/frame00002.png,232.82264150943402,694.2226415094341,146.16,960.84,290.43430656934305,819.3832116788321,230.28947368421046,1080.253036437247,432.21938775510216,772.75,394.05583756345175,1031.4771573604062,400.77876106194685,962.9557522123894,373.5111111111111,1186.5555555555557,488.84076433121015,1020.9681528662421,482.5744680851063,1217.3617021276596
3,/Volumes/SCI_Storage/Aging/Week0/rat3/cam3/2018-06-08_14_35_31/frame00003.png,/Volumes/SCI_Storage/Aging/Week0/rat3/cam4/2018-06-08_14_35_31/frame00003.png,217.83695652173913,669.75,150.78571428571428,956.452380952381,286.675,790.3625,233.8842105263158,1089.6947368421052,425.03061224489795,759.3979591836735,390.85849056603774,1014.1132075471698,397.8692810457516,954.9607843137255,369.9651162790698,1183.3372093023256,485.1849710982659,1016.971098265896,476.02479338842977,1216.2148760330579
4,/Volumes/SCI_Storage/Aging/Week0/rat3/cam3/2018-06-08_14_35_31/frame00004.png,/Volumes/SCI_Storage/Aging/Week0/rat3/cam4/2018-06-08_14_35_31/frame00004.png,219.8438818565401,665.8945147679325,144.62573099415204,959.6959064327485,287.4026402640264,777.7986798679868,241.28571428571428,1105.655462184874,424.3652173913043,755.2608695652174,389.30392156862746,1010.1078431372549,390.06363636363636,950.6727272727272,367.2470588235294,1180.1764705882354,483.4078947368421,1008.7828947368421,465.659793814433,1211.6288659793815
5,/Volumes/SCI_Storage/Aging/Week0/rat3/cam3/2018-06-08_14_35_31/frame00005.png,/Volumes/SCI_Storage/Aging/Week0/rat3/cam4/2018-06-08_14_35_31/frame00005.png,223.61764705882354,658.4810924369748,146.2283105022831,963.3242009132421,292.62057877813504,761.6945337620579,239.97142857142856,1112.442857142857,421.4632352941176,747.3088235294117,391.0074074074074,1010.2444444444444,384.0359712230216,946.2877697841726,362.6142857142857,1178.5142857142857,483.296875,1005.359375,468.99056603773585,1210.688679245283
6,/Volumes/SCI_Storage/Aging/Week0/rat3/cam3/2018-06-08_14_35_31/frame00006.png,/Volumes/SCI_Storage/Aging/Week0/rat3/cam4/2018-06-08_14_35_31/frame00006.png,223.9605734767025,651.8673835125448,151.09698996655518,965.3829431438127,294.9647435897436,759.7371794871794,241.89655172413794,1108.3879310344828,421.02830188679246,744.6037735849056,388.984496124031,1014.2170542635658,378.4130434782609,943.2028985507246,351.625,1174.5113636363637,475.68333333333334,992.3583333333333,462.6140350877193,1204.6315789473683
7,/Volumes/SCI_Storage/Aging/Week0/rat3/cam3/2018-06-08_14_35_31/frame00007.png,/Volumes/SCI_Storage/Aging/Week0/rat3/cam4/2018-06-08_14_35_31/frame00007.png,220.19787985865725,652.6360424028269,147.724043715847,975.7732240437158,296.3323076923077,759.6061538461538,241.42786069651743,1108.7910447761194,424.8837209302326,747.9612403100775,383.8454545454546,1002.7181818181818,375.7543859649123,940.4649122807018,348.0416666666667,1172.2083333333333,478.25174825174827,983.5104895104895,456.85858585858585,1195.8181818181818
8,/Volumes/SCI_Storage/Aging/Week0/rat3/cam3/2018-06-08_14_35_31/frame00008.png,/Volumes/SCI_Storage/Aging/Week0/rat3/cam4/2018-06-08_14_35_31/frame00008.png,224.03187250996015,650.601593625498,150.25566343042073,982.6925566343042,296.0514705882353,752.8455882352941,240.68446601941747,1107.490291262136,422.4230769230769,746.1384615384616,385.6043956043956,998.1428571428571,372.97435897435895,937.1025641025641,345.4623655913978,1170.9247311827958,476.3169398907104,972.8360655737705,448.54545454545456,1184.5454545454545
9,/Volumes/SCI_Storage/Aging/Week0/rat3/cam3/2018-06-08_14_35_31/frame00009.png,/Volumes/SCI_Storage/Aging/Week0/rat3/cam4/2018-06-08_14_35_31/frame00009.png,228.79099678456592,653.7524115755627,150.4079754601227,981.4969325153374,294.98885793871864,758.3175487465181,239.80582524271844,1106.6553398058252,422.5447154471545,745.829268292683,381.8205128205128,993.9230769230769,371.952,934.016,348.15,1169.7,476.0888888888889,967.3555555555556,445.56053811659194,1184.9506726457398
