Frame_Num,Time_Stamp,Real_Speed,Belt_Speed,Kalman_X_Pos,Kalman_Y_Pos
0,1528482927.487679,0.35547680109611446,0.16,0.08318304576708285,-0.004463449553986148
1,1528482927.491678,0.3549066157232388,0.16,0.0838118869683336,-0.004471428355301931
2,1528482927.495681,0.35082882191421466,0.16,0.08402004541534304,-0.004469919960758384
3,1528482927.499681,0.3467541854202303,0.16,0.08422804269142865,-0.004468412734120082
4,1528482927.503685,0.34267542012965546,0.16,0.08443625072949158,-0.004466903980221076
5,1528482927.507687,0.33859859780218204,0.16,0.08464435958544754,-0.004465395945032989
6,1528482927.511694,0.3345169180669551,0.16,0.08485271639667094,-0.004463886113067602
7,1528482927.515696,0.33044009573948163,0.16,0.0850608252526269,-0.004462378077879516
8,1528482927.519693,0.32636861656053706,0.16,0.08526866135778867,-0.004460872019146459
9,1528482927.523691,0.32229592302965404,0.16,0.08547655945176731,-0.004459365511219077
10,1528482927.527699,0.31821302894248876,0.16,0.08568497825180757,-0.004457855230059366
11,1528482927.531696,0.31414130689315645,0.16,0.08589282675473271,-0.004456349081487444
12,1528482927.535999,0.3097579821364401,0.16,0.08611658158806365,-0.004454727669651713
13,1528482927.539698,0.3059900909420863,0.16,0.08630892048901091,-0.004453333909499921
14,1528482927.5437,0.3019132686146129,0.16,0.08651702934496687,-0.004451825874311834
15,1528482927.547694,0.29784470388032025,0.16,0.0867247166769682,-0.004450320893645158
16,1528482927.551704,0.2937598668300536,0.16,0.08693323465911543,-0.0044488098937745255
17,1528482927.555702,0.2896871732991706,0.16,0.08714113275309406,-0.004447303385847144
18,1528482927.559694,0.28665234458388356,0.16,0.08728120059544897,-0.004470868532454473
19,1528482927.563715,0.2838581376868382,0.16,0.08740509922956634,-0.00450098320289995
20,1528482927.567702,0.2810874574651194,0.16,0.08752795466142788,-0.00453084431371286
21,1528482927.57171,0.2783021973319306,0.16,0.08765145658482823,-0.004560862560072713
22,1528482927.575711,0.2755219076231066,0.16,0.0877747381133858,-0.004590827237496108
23,1528482927.579708,0.2727442688072771,0.16,0.08789790209802723,-0.004620763344820059
24,1528482927.583711,0.2699626536519558,0.16,0.08802124239854288,-0.004650742307293176
25,1528482927.587714,0.26718087281582237,0.16,0.08814459004555328,-0.004680723055397508
26,1528482927.591712,0.2644025712767442,0.16,0.08826778341617374,-0.00471066630524632
27,1528482927.595716,0.26162012771736215,0.16,0.08839116044916319,-0.004740654195875514
28,1528482927.599721,0.2588370214347314,0.16,0.08851456686813167,-0.004770649229029568
29,1528482927.603718,0.25605938261890193,0.16,0.0886377308527731,-0.004800585336353519
30,1528482927.607745,0.2532610337015527,0.16,0.08876181314925945,-0.004830744647579378
31,1528482927.611713,0.2505036079448065,0.16,0.08888408086154022,-0.004860462907895066
32,1528482927.615723,0.24771702236512044,0.16,0.08900764155689865,-0.004890495439304641
33,1528482927.619724,0.24493656697548427,0.16,0.08913093043195099,-0.004920461902359252
34,1528482927.623725,0.2424612072573169,0.16,0.08926977062640709,-0.0049781291219706
35,1528482927.627725,0.24174523918793644,0.16,0.08949831834695243,-0.005195567717896681
36,1528482927.631723,0.241029612523131,0.16,0.0897267570860491,-0.0054129026296857044
37,1528482927.635731,0.2403121934843067,0.16,0.08995576797775129,-0.005630781883194279
38,1528482927.639727,0.23959690822407628,0.16,0.09018409773539929,-0.005848013110846245
39,1528482927.643726,0.23888111085698333,0.16,0.09041259096522028,-0.006065399864703798
40,1528482927.647732,0.23816407589830596,0.16,0.09064147925279271,-0.006283162473558182
41,1528482927.65174,0.23744665685948166,0.16,0.09087049014449491,-0.0065010417270667566
42,1528482927.655729,0.23673265186640752,0.16,0.09109841122171039,-0.006717884139204759
43,1528482927.659733,0.23601595831230515,0.16,0.09132719052783415,-0.006935543063922087
44,1528482927.663737,0.2352992647582028,0.16,0.09155596983395792,-0.007153201988639414
45,1528482927.667732,0.23458419287583174,0.16,0.09178423147820049,-0.007370368413705719
46,1528482927.671737,0.23386732861944187,0.16,0.09201306527504859,-0.007588079180491576
47,1528482927.675739,0.2331509764699145,0.16,0.09224173559972368,-0.007805634421071846
48,1528482927.679743,0.23243428291581214,0.16,0.09247051490584744,-0.008023293345789174
49,1528482927.683748,0.23171741865942225,0.16,0.09269934870269554,-0.00824100411257503
50,1528482927.687746,0.2310017919946168,0.16,0.09292778744179221,-0.008458339024364055
51,1528482927.691736,0.23088040652865227,0.16,0.0932182550551373,-0.0087246240677654
52,1528482927.695746,0.23135653171191206,0.16,0.09357323455128795,-0.009042080563484026
53,1528482927.699748,0.23183172270579988,0.16,0.09392751755398639,-0.009358914188380444
54,1528482927.703751,0.23230702693476307,0.16,0.09428188498013357,-0.009675823312770462
55,1528482927.707748,0.2327815951357362,0.16,0.09463570365386385,-0.009992241690452076
56,1528482927.711751,0.2332568993646994,0.16,0.09499007108001105,-0.010309150814842096
57,1528482927.715752,0.23373194881474296,0.16,0.09534424855339854,-0.010625890065371513
58,1528482927.719753,0.23420702657355535,0.16,0.09569844713264822,-0.01094264819077433
59,1528482927.723757,0.23468244403759395,0.16,0.09605289898224416,-0.01125963281465795
60,1528482927.727761,0.23515786150163254,0.16,0.0964073508318401,-0.01157661743854157
61,1528482927.731755,0.23563208999737947,0.16,0.09676091623522412,-0.011892809317742382
62,1528482927.735761,0.23610773393156886,0.16,0.09711553693171757,-0.012209944940613202
63,1528482927.739756,0.23658210397116003,0.16,0.09746920786441253,-0.012526231194181014
64,1528482927.743763,0.23705786114042482,0.16,0.09782391298435475,-0.012843442316545437
65,1528482927.747765,0.2375330521343126,0.16,0.09817819598705317,-0.013160275941441856
66,1528482927.751765,0.23800798834928077,0.16,0.0985322890369919,-0.013476939692477673
67,1528482927.755759,0.23848221684502774,0.16,0.09888585444037593,-0.013793131571678482
68,1528482927.75977,0.23896162955832065,0.16,0.09925658533291186,-0.01401418813759016
69,1528482927.763775,0.2394418992535705,0.16,0.09963439266573751,-0.014188096576051036
70,1528482927.767773,0.23992128268412888,0.16,0.10001150281258081,-0.014361684092933704
71,1528482927.771775,0.24040118071999195,0.16,0.10038901777709129,-0.014535457951377912
72,1528482927.775772,0.24088047838299953,0.16,0.1007660604543234,-0.01470901441133366
73,1528482927.779775,0.2413604621864134,0.16,0.10114364288844507,-0.01488281932670479
74,1528482927.783779,0.24184058893574528,0.16,0.10152133777191873,-0.015056676003620793
75,1528482927.787777,0.24232000095548722,0.16,0.10189847040863244,-0.015230273872812436
76,1528482927.791776,0.24279952733196358,0.16,0.10227569300482772,-0.015403913151239977
77,1528482927.795775,0.24327905370843989,0.16,0.10265291560102302,-0.015577552429667518
78,1528482927.799781,0.24375943776042416,0.16,0.10303081289333027,-0.015751502277364292
79,1528482927.803782,0.24423919285036927,0.16,0.10340821540848875,-0.01592522437426363
80,1528482927.807788,0.24471954831316994,0.16,0.10378609021092561,-0.016099163869651427
81,1528482927.811781,0.24519835996005634,0.16,0.10416275056036094,-0.016272544340354606
82,1528482927.815794,0.2456795730983649,0.16,0.10454130005890974,-0.016446794405011636
83,1528482927.819784,0.24615801308586455,0.16,0.10491766804002989,-0.016620040295698153
84,1528482927.823791,0.24629731843623526,0.16,0.10525058012572118,-0.016785366227503658
85,1528482927.827799,0.242827658127386,0.16,0.10510678501105085,-0.016859073287120753
